epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
936,274133,0.24764,0.19811,0.62934,0.98936,0.9522,0.97511,0.91433,0.13256,0.1092,0.52371,0.00227846,0.00227846,0.00227846
937,274424,0.24751,0.19759,0.62886,0.98959,0.95245,0.97515,0.91451,0.13255,0.10917,0.52369,0.0022702,0.0022702,0.0022702
938,274715,0.24703,0.19688,0.62908,0.98911,0.9529,0.97503,0.91429,0.13258,0.10919,0.52369,0.00226194,0.00226194,0.00226194
939,275006,0.24626,0.19685,0.62855,0.98969,0.95251,0.97502,0.91455,0.13249,0.10908,0.52365,0.00225368,0.00225368,0.00225368
940,275297,0.24771,0.19792,0.62948,0.98985,0.95253,0.97503,0.91484,0.13242,0.10907,0.52362,0.00224543,0.00224543,0.00224543
941,275588,0.24656,0.1968,0.6294,0.98964,0.95305,0.97501,0.9148,0.13242,0.1091,0.52361,0.00223717,0.00223717,0.00223717
942,275879,0.2467,0.1966,0.62851,0.98964,0.95299,0.97532,0.91488,0.13241,0.10911,0.5236,0.00222891,0.00222891,0.00222891
943,276170,0.24683,0.1971,0.62851,0.98975,0.95293,0.97534,0.91495,0.13239,0.10905,0.5236,0.00222065,0.00222065,0.00222065
944,276462,0.2468,0.19693,0.62929,0.98991,0.95286,0.97504,0.91498,0.13239,0.10907,0.52359,0.00221239,0.00221239,0.00221239
945,276753,0.24619,0.19748,0.62818,0.98982,0.95284,0.97514,0.91505,0.13241,0.10912,0.52358,0.00220413,0.00220413,0.00220413
946,277043,0.24794,0.19725,0.62942,0.99015,0.95274,0.97513,0.91506,0.1324,0.1091,0.52357,0.00219588,0.00219588,0.00219588
947,277334,0.24741,0.19719,0.62991,0.99032,0.95269,0.97512,0.91503,0.13241,0.10909,0.52358,0.00218762,0.00218762,0.00218762
948,277624,inf,0.19622,0.62909,0.99026,0.95276,0.97514,0.91483,0.13239,0.10907,0.52358,0.00217936,0.00217936,0.00217936
949,277915,0.24524,0.19626,0.62852,0.99025,0.9528,0.97514,0.91482,0.13241,0.10908,0.52359,0.0021711,0.0021711,0.0021711
950,278206,0.24622,0.19709,0.6287,0.99029,0.95278,0.97515,0.91474,0.13241,0.10908,0.52358,0.00216284,0.00216284,0.00216284
951,278496,0.24547,0.19668,0.62846,0.99011,0.95292,0.97513,0.91464,0.13244,0.1091,0.52359,0.00215458,0.00215458,0.00215458
952,278787,0.2469,0.19737,0.6287,0.99005,0.95301,0.97513,0.91475,0.13241,0.10915,0.52358,0.00214633,0.00214633,0.00214633
953,279077,0.2491,0.19894,0.63153,0.99004,0.95309,0.97515,0.9149,0.13245,0.10918,0.52359,0.00213807,0.00213807,0.00213807
954,279367,0.24487,0.19575,0.62862,0.98997,0.95314,0.97517,0.91452,0.1325,0.10913,0.5236,0.00212981,0.00212981,0.00212981
955,279657,0.24485,0.19455,0.62718,0.98993,0.95331,0.97513,0.91462,0.13254,0.10914,0.52361,0.00212155,0.00212155,0.00212155
956,279948,0.24638,0.19638,0.62886,0.99003,0.95305,0.97513,0.91458,0.13253,0.10907,0.5236,0.00211329,0.00211329,0.00211329
957,280238,0.24531,0.19507,0.62804,0.98985,0.9533,0.97506,0.91465,0.1325,0.10904,0.52359,0.00210503,0.00210503,0.00210503
958,280528,0.2473,0.19709,0.63077,0.98994,0.95326,0.97511,0.91482,0.13247,0.10905,0.52358,0.00209678,0.00209678,0.00209678
959,280818,0.2451,0.19577,0.62909,0.98983,0.95325,0.97511,0.91502,0.13245,0.10902,0.52357,0.00208852,0.00208852,0.00208852
960,281109,0.24326,0.1945,0.62723,0.98968,0.95337,0.97512,0.91507,0.13244,0.10895,0.52356,0.00208026,0.00208026,0.00208026
961,281399,0.24441,0.19496,0.62741,0.98974,0.95333,0.9751,0.91504,0.1324,0.10893,0.52355,0.002072,0.002072,0.002072
962,281690,0.24472,0.1959,0.62812,0.98981,0.95334,0.97499,0.91519,0.13239,0.10886,0.52354,0.00206374,0.00206374,0.00206374
963,281980,0.24582,0.19687,0.62881,0.98989,0.95316,0.97498,0.91498,0.13235,0.10882,0.52353,0.00205548,0.00205548,0.00205548
964,282271,0.24273,0.19428,0.62668,0.9899,0.95313,0.97499,0.91483,0.13231,0.10879,0.5235,0.00204723,0.00204723,0.00204723
965,282561,0.24247,0.19309,0.6262,0.99059,0.9531,0.97492,0.91508,0.13231,0.10881,0.52349,0.00203897,0.00203897,0.00203897
966,282851,0.24527,0.1961,0.62889,0.99083,0.95306,0.975,0.91519,0.13231,0.10884,0.52348,0.00203071,0.00203071,0.00203071
967,283142,0.2453,0.195,0.62822,0.99089,0.95317,0.97512,0.91554,0.13226,0.10879,0.52346,0.00202245,0.00202245,0.00202245
968,283433,0.24548,0.19526,0.62861,0.99082,0.95314,0.97516,0.91539,0.13227,0.10877,0.52346,0.00201419,0.00201419,0.00201419
969,283726,0.24515,0.19552,0.62849,0.99133,0.95287,0.97519,0.91526,0.13228,0.1088,0.52346,0.00200593,0.00200593,0.00200593
970,284017,0.24457,0.19497,0.6287,0.99135,0.95263,0.97515,0.91536,0.13222,0.10877,0.52344,0.00199767,0.00199767,0.00199767
971,284309,0.24558,0.19554,0.62879,0.99228,0.95185,0.97518,0.9153,0.13217,0.10877,0.52343,0.00198942,0.00198942,0.00198942
972,284600,0.24306,0.19372,0.62695,0.99226,0.95203,0.97512,0.91558,0.13215,0.10877,0.52342,0.00198116,0.00198116,0.00198116
973,284892,0.24357,0.19413,0.62653,0.99215,0.9521,0.97512,0.91533,0.13213,0.10886,0.52342,0.0019729,0.0019729,0.0019729
974,285184,0.24258,0.19396,0.62581,0.9922,0.95217,0.97514,0.9156,0.13213,0.10885,0.52341,0.00196464,0.00196464,0.00196464
975,285475,0.24328,0.19419,0.62704,0.99269,0.95203,0.97506,0.91566,0.13213,0.10888,0.5234,0.00195638,0.00195638,0.00195638
976,285765,0.24366,0.19473,0.62762,0.99263,0.95216,0.97511,0.91563,0.13216,0.10895,0.5234,0.00194812,0.00194812,0.00194812
977,286056,0.24151,0.19306,0.6259,0.99056,0.95325,0.97512,0.91575,0.13215,0.10896,0.52338,0.00193987,0.00193987,0.00193987
978,286346,0.24226,0.19306,0.62659,0.99085,0.95333,0.97526,0.9159,0.13205,0.10886,0.52336,0.00193161,0.00193161,0.00193161
979,286636,0.24276,0.19391,0.62662,0.99088,0.95337,0.97526,0.91612,0.13204,0.10883,0.52335,0.00192335,0.00192335,0.00192335
980,286927,0.24364,0.19443,0.62794,0.99171,0.95298,0.97517,0.91587,0.13201,0.10879,0.52334,0.00191509,0.00191509,0.00191509
981,287217,0.2442,0.19559,0.62829,0.9919,0.95291,0.9753,0.91596,0.13199,0.10886,0.52333,0.00190683,0.00190683,0.00190683
982,287507,0.24336,0.19426,0.62678,0.99207,0.9529,0.97518,0.91619,0.13198,0.10887,0.52332,0.00189858,0.00189858,0.00189858
983,287798,0.241,0.19321,0.62606,0.99161,0.95306,0.97522,0.91584,0.1319,0.1088,0.5233,0.00189032,0.00189032,0.00189032
984,288089,0.24312,0.19459,0.62746,0.99151,0.95304,0.9752,0.91605,0.13191,0.1088,0.52329,0.00188206,0.00188206,0.00188206
985,288379,0.24206,0.19329,0.62615,0.99,0.95361,0.97526,0.91604,0.13194,0.10886,0.52328,0.0018738,0.0018738,0.0018738
986,288670,0.24227,0.19388,0.62627,0.99007,0.95365,0.97519,0.91617,0.13195,0.10885,0.52328,0.00186554,0.00186554,0.00186554
987,288960,0.24169,0.19269,0.62533,0.98993,0.95372,0.97528,0.91611,0.13194,0.10889,0.52326,0.00185728,0.00185728,0.00185728
988,289251,0.24267,0.19347,0.62652,0.99237,0.95269,0.97511,0.91614,0.13191,0.10888,0.52325,0.00184903,0.00184903,0.00184903
989,289541,0.24428,0.19543,0.6284,0.99261,0.95239,0.9753,0.91606,0.13194,0.10892,0.52324,0.00184077,0.00184077,0.00184077
990,289832,0.24236,0.19409,0.62649,0.99271,0.9522,0.97531,0.91628,0.13193,0.10892,0.52322,0.00183251,0.00183251,0.00183251
991,290122,0.2402,0.1923,0.62512,0.99332,0.95192,0.97531,0.91593,0.13194,0.10887,0.52322,0.00182425,0.00182425,0.00182425
992,290413,0.24071,0.19321,0.62549,0.99339,0.95183,0.97539,0.91599,0.132,0.10894,0.52322,0.00181599,0.00181599,0.00181599
993,290704,0.24334,0.19442,0.62801,0.99317,0.95194,0.97527,0.91583,0.13212,0.10905,0.52323,0.00180773,0.00180773,0.00180773
994,290994,0.24114,0.19338,0.62678,0.99339,0.95187,0.97533,0.91575,0.13211,0.10905,0.52323,0.00179947,0.00179947,0.00179947
995,291285,0.24165,0.19333,0.62636,0.99332,0.95187,0.97541,0.91598,0.1321,0.10906,0.52323,0.00179122,0.00179122,0.00179122
996,291576,0.24069,0.19283,0.62561,0.99354,0.9516,0.9754,0.91596,0.13214,0.10903,0.52323,0.00178296,0.00178296,0.00178296
997,291866,0.24261,0.19351,0.62681,0.99096,0.95308,0.97539,0.91592,0.13215,0.10909,0.52323,0.0017747,0.0017747,0.0017747
998,292157,0.2394,0.19212,0.62473,0.98973,0.95342,0.97536,0.9159,0.13217,0.10911,0.52322,0.00176644,0.00176644,0.00176644
999,292447,0.24122,0.19264,0.62573,0.99,0.95324,0.97537,0.91563,0.13216,0.10906,0.52321,0.00175818,0.00175818,0.00175818
1000,292738,0.24244,0.19341,0.62725,0.99016,0.95363,0.9754,0.91589,0.13209,0.10903,0.52319,0.00174993,0.00174993,0.00174993
1001,293028,0.24203,0.19425,0.62654,0.99019,0.95361,0.97543,0.91593,0.13202,0.10897,0.52315,0.00174167,0.00174167,0.00174167
1002,293318,0.23989,0.19164,0.62481,0.99026,0.9537,0.97543,0.91607,0.13198,0.10899,0.52314,0.00173341,0.00173341,0.00173341
1003,293609,0.23911,0.19164,0.62431,0.99008,0.95397,0.97546,0.91602,0.13196,0.10898,0.5231,0.00172515,0.00172515,0.00172515
1004,293900,0.23948,0.19202,0.62476,0.99033,0.95355,0.97541,0.91587,0.13202,0.10904,0.5231,0.00171689,0.00171689,0.00171689
1005,294190,0.23995,0.19252,0.62598,0.98881,0.95515,0.97544,0.91601,0.13202,0.1091,0.52309,0.00170863,0.00170863,0.00170863
1006,294481,0.24076,0.19272,0.6264,0.99036,0.95363,0.97544,0.91593,0.13205,0.10909,0.52309,0.00170037,0.00170037,0.00170037
1007,294771,0.24023,0.19093,0.62533,0.99021,0.95411,0.97542,0.91633,0.13203,0.10899,0.52308,0.00169212,0.00169212,0.00169212
1008,295062,0.24042,0.19264,0.62471,0.9907,0.95319,0.97547,0.9164,0.13203,0.10898,0.52307,0.00168386,0.00168386,0.00168386
1009,295353,0.24035,0.19288,0.62615,0.9906,0.9544,0.97549,0.91635,0.13201,0.10904,0.52306,0.0016756,0.0016756,0.0016756
1010,295644,0.23989,0.19178,0.62556,0.991,0.95366,0.97555,0.91646,0.132,0.10902,0.52305,0.00166734,0.00166734,0.00166734
1011,295934,0.24008,0.19254,0.62658,0.99038,0.95426,0.9756,0.9162,0.13196,0.10903,0.52303,0.00165908,0.00165908,0.00165908
1012,296224,0.23892,0.1906,0.62436,0.99028,0.95431,0.9756,0.91635,0.13194,0.10899,0.52302,0.00165082,0.00165082,0.00165082
1013,296514,0.24102,0.19338,0.62667,0.99027,0.95425,0.97565,0.91671,0.13194,0.10905,0.52301,0.00164257,0.00164257,0.00164257
1014,296805,0.23813,0.19079,0.62421,0.99052,0.95417,0.97563,0.91669,0.13192,0.10902,0.52299,0.00163431,0.00163431,0.00163431
1015,297096,0.24038,0.19203,0.62557,0.99048,0.95455,0.97564,0.91671,0.13188,0.10901,0.52297,0.00162605,0.00162605,0.00162605
1016,297386,0.23989,0.19255,0.6263,0.9904,0.95424,0.97561,0.91662,0.13187,0.10905,0.52296,0.00161779,0.00161779,0.00161779
1017,297676,0.23909,0.19143,0.62584,0.99051,0.95444,0.97561,0.91672,0.13183,0.10898,0.52295,0.00160953,0.00160953,0.00160953
1018,297967,0.23785,0.19043,0.62404,0.99073,0.95423,0.97561,0.91688,0.13175,0.10887,0.52293,0.00160127,0.00160127,0.00160127
1019,298257,0.23932,0.19175,0.62463,0.99094,0.95392,0.97566,0.9169,0.13172,0.1088,0.52292,0.00159302,0.00159302,0.00159302
1020,298548,0.23815,0.19155,0.62445,0.99092,0.95406,0.97571,0.91706,0.13173,0.10887,0.52291,0.00158476,0.00158476,0.00158476
1021,298838,0.23952,0.19197,0.62581,0.99052,0.95417,0.97569,0.91703,0.1317,0.10883,0.5229,0.0015765,0.0015765,0.0015765
1022,299128,0.23904,0.19097,0.62514,0.99019,0.95445,0.97567,0.91707,0.13168,0.10884,0.52288,0.00156824,0.00156824,0.00156824
1023,299419,0.23726,0.19074,0.62421,0.98972,0.95465,0.97565,0.91706,0.13164,0.10879,0.52285,0.00155998,0.00155998,0.00155998
1024,299709,0.23664,0.19034,0.62331,0.98994,0.95468,0.97565,0.91714,0.13161,0.10872,0.52283,0.00155172,0.00155172,0.00155172
1025,299999,0.23766,0.19029,0.62402,0.98991,0.95465,0.97556,0.91664,0.13155,0.1087,0.52281,0.00154347,0.00154347,0.00154347
1026,300289,0.23748,0.19124,0.62411,0.98998,0.95442,0.97555,0.91698,0.13154,0.1087,0.5228,0.00153521,0.00153521,0.00153521
1027,300580,0.23758,0.1906,0.62431,0.98916,0.95512,0.97563,0.91691,0.13147,0.10859,0.52279,0.00152695,0.00152695,0.00152695
1028,300870,0.23629,0.18977,0.62304,0.98911,0.95534,0.97563,0.91675,0.13148,0.10861,0.52277,0.00151869,0.00151869,0.00151869
1029,301160,0.23588,0.18961,0.6237,0.98912,0.95549,0.97557,0.91689,0.13147,0.10861,0.52276,0.00151043,0.00151043,0.00151043
1030,301451,0.23743,0.19036,0.62472,0.98922,0.95547,0.97563,0.9168,0.13145,0.10861,0.52274,0.00150217,0.00150217,0.00150217
1031,301741,0.23616,0.1898,0.62346,0.98966,0.95535,0.97558,0.91683,0.13136,0.10852,0.52272,0.00149392,0.00149392,0.00149392
1032,302031,0.23618,0.18955,0.62254,0.98954,0.95546,0.97556,0.9169,0.13135,0.10853,0.5227,0.00148566,0.00148566,0.00148566
1033,302321,0.23748,0.1903,0.62403,0.98952,0.95528,0.97556,0.91671,0.13135,0.10855,0.52269,0.0014774,0.0014774,0.0014774
1034,302611,0.23903,0.19167,0.62577,0.98961,0.95513,0.97554,0.91689,0.13136,0.1086,0.52269,0.00146914,0.00146914,0.00146914
1035,302902,0.2351,0.18856,0.62287,0.99001,0.95556,0.97551,0.9172,0.13135,0.10862,0.52268,0.00146088,0.00146088,0.00146088
1036,303192,0.23759,0.1906,0.62463,0.98974,0.95554,0.9756,0.91751,0.13133,0.10861,0.52265,0.00145262,0.00145262,0.00145262
1037,303482,0.23586,0.18952,0.62247,0.9895,0.95563,0.97555,0.91695,0.13131,0.10856,0.52263,0.00144437,0.00144437,0.00144437
1038,303772,0.23684,0.19013,0.62329,0.98784,0.95729,0.97562,0.91732,0.13131,0.10856,0.52261,0.00143611,0.00143611,0.00143611
1039,304062,0.23548,0.18899,0.6232,0.98818,0.95714,0.97563,0.91725,0.13137,0.10861,0.52262,0.00142785,0.00142785,0.00142785
1040,304352,0.23469,0.18813,0.62242,0.99037,0.95451,0.97564,0.91719,0.1314,0.10864,0.52262,0.00141959,0.00141959,0.00141959
1041,304642,0.23663,0.18979,0.62311,0.99,0.95501,0.97565,0.91742,0.1314,0.10858,0.52261,0.00141133,0.00141133,0.00141133
1042,304933,0.23659,0.18965,0.62386,0.99045,0.95474,0.97564,0.91737,0.13135,0.10854,0.52259,0.00140307,0.00140307,0.00140307
1043,305223,inf,0.18848,0.62262,0.98936,0.95535,0.97553,0.917,0.13131,0.10846,0.52258,0.00139482,0.00139482,0.00139482
1044,305513,0.23753,0.18996,0.62498,0.9895,0.95548,0.97558,0.91697,0.13134,0.10848,0.52259,0.00138656,0.00138656,0.00138656
1045,305803,0.23714,0.18986,0.6241,0.98961,0.95558,0.9756,0.91685,0.13131,0.10851,0.52258,0.0013783,0.0013783,0.0013783
1046,306093,0.23573,0.18944,0.6236,0.98956,0.95563,0.97562,0.91656,0.13132,0.10856,0.52257,0.00137004,0.00137004,0.00137004
1047,306383,0.2347,0.18768,0.62187,0.98992,0.95514,0.97561,0.91638,0.13133,0.10855,0.52256,0.00136178,0.00136178,0.00136178
1048,306674,0.23499,0.18894,0.62313,0.99056,0.95458,0.9756,0.91634,0.13129,0.10852,0.52254,0.00135352,0.00135352,0.00135352
1049,306964,0.23496,0.18822,0.62233,0.99063,0.95442,0.97562,0.91659,0.13131,0.10853,0.52254,0.00134527,0.00134527,0.00134527
1050,307254,0.23471,0.18835,0.62248,0.9905,0.95415,0.9757,0.91651,0.13134,0.10853,0.52254,0.00133701,0.00133701,0.00133701
1051,307544,0.23604,0.1891,0.6239,0.99071,0.9541,0.97567,0.91653,0.13132,0.10855,0.52253,0.00132875,0.00132875,0.00132875
1052,307836,0.23347,0.18797,0.62149,0.99065,0.95429,0.97566,0.91661,0.13128,0.1085,0.52251,0.00132049,0.00132049,0.00132049
1053,308126,0.23554,0.1892,0.6235,0.99077,0.95419,0.9757,0.91658,0.13129,0.10845,0.52251,0.00131223,0.00131223,0.00131223
1054,308416,0.23336,0.18822,0.62202,0.9908,0.95407,0.97569,0.91636,0.13124,0.10845,0.5225,0.00130398,0.00130398,0.00130398
1055,308707,0.23623,0.18904,0.62334,0.99175,0.95383,0.9757,0.9165,0.13119,0.10839,0.52248,0.00129572,0.00129572,0.00129572
1056,308997,0.23516,0.18868,0.62307,0.99238,0.95342,0.9757,0.91667,0.13121,0.10844,0.52248,0.00128746,0.00128746,0.00128746
1057,309287,0.23456,0.18779,0.62248,0.99222,0.95362,0.97569,0.91644,0.13123,0.10839,0.52247,0.0012792,0.0012792,0.0012792
1058,309577,0.23555,0.18912,0.62381,0.99006,0.95519,0.97569,0.91628,0.13126,0.10838,0.52247,0.00127094,0.00127094,0.00127094
1059,309867,0.23512,0.18916,0.62359,0.9905,0.9554,0.9757,0.91638,0.13127,0.10844,0.52246,0.00126268,0.00126268,0.00126268
1060,310158,0.2337,0.18775,0.62243,0.99012,0.955,0.9757,0.9164,0.13125,0.10841,0.52246,0.00125443,0.00125443,0.00125443
1061,310448,0.2346,0.18891,0.62329,0.98994,0.95545,0.97567,0.91632,0.13125,0.10844,0.52247,0.00124617,0.00124617,0.00124617
1062,310739,0.23415,0.18769,0.62317,0.9899,0.9551,0.97579,0.91612,0.13123,0.10849,0.52245,0.00123791,0.00123791,0.00123791
1063,311029,0.23357,0.18691,0.62241,0.99244,0.95345,0.97576,0.9162,0.1312,0.10846,0.52244,0.00122965,0.00122965,0.00122965
1064,311319,0.23375,0.18819,0.62277,0.98954,0.9552,0.97577,0.91628,0.13118,0.10849,0.52242,0.00122139,0.00122139,0.00122139
1065,311609,0.23474,0.1881,0.62331,0.99125,0.95369,0.97575,0.91592,0.13124,0.10858,0.52241,0.00121313,0.00121313,0.00121313
1066,311900,0.23408,0.18835,0.62253,0.99163,0.95351,0.97574,0.91587,0.13122,0.10856,0.5224,0.00120488,0.00120488,0.00120488
1067,312191,0.23356,0.18771,0.62213,0.99182,0.95349,0.97574,0.91555,0.13121,0.1086,0.52238,0.00119662,0.00119662,0.00119662
1068,312482,inf,0.18782,0.62249,0.99121,0.95365,0.97566,0.91582,0.13119,0.10853,0.52237,0.00118836,0.00118836,0.00118836
1069,312773,0.2325,0.18648,0.62187,0.99112,0.95368,0.97573,0.9159,0.1312,0.10849,0.52237,0.0011801,0.0011801,0.0011801
1070,313064,0.23352,0.18799,0.62266,0.99131,0.95348,0.97567,0.9159,0.13118,0.10843,0.52237,0.00117184,0.00117184,0.00117184
1071,313354,0.23198,0.18651,0.62106,0.99095,0.95387,0.97571,0.91604,0.13121,0.10847,0.52237,0.00116358,0.00116358,0.00116358
1072,313644,0.23146,0.18614,0.62051,0.99116,0.95372,0.97573,0.91611,0.1312,0.10846,0.52236,0.00115533,0.00115533,0.00115533
1073,313934,0.23139,0.18636,0.62148,0.98936,0.95506,0.97572,0.91596,0.13122,0.10848,0.52236,0.00114707,0.00114707,0.00114707
1074,314224,0.23165,0.18638,0.62058,0.98949,0.95511,0.97568,0.91589,0.13121,0.10852,0.52235,0.00113881,0.00113881,0.00113881
1075,314513,0.23191,0.18656,0.62133,0.98898,0.95567,0.97573,0.91621,0.13124,0.10855,0.52234,0.00113055,0.00113055,0.00113055
1076,314803,0.2337,0.18766,0.62244,0.98894,0.95565,0.97572,0.9161,0.13129,0.10863,0.52234,0.00112229,0.00112229,0.00112229
1077,315093,0.23245,0.18666,0.62239,0.98907,0.9556,0.97586,0.91652,0.1313,0.10862,0.52234,0.00111403,0.00111403,0.00111403
1078,315383,0.23298,0.18828,0.62199,0.98952,0.95525,0.97585,0.91638,0.13129,0.10864,0.52233,0.00110578,0.00110578,0.00110578
1079,315672,0.23365,0.18732,0.62296,0.9899,0.95534,0.97581,0.91613,0.13126,0.10867,0.5223,0.00109752,0.00109752,0.00109752
1080,315963,0.23215,0.18696,0.62123,0.9916,0.9537,0.97581,0.91648,0.13128,0.1087,0.52229,0.00108926,0.00108926,0.00108926
1081,316253,0.23119,0.18655,0.62019,0.99164,0.95367,0.97585,0.91636,0.13126,0.10868,0.52227,0.001081,0.001081,0.001081
1082,316544,0.23132,0.1855,0.62075,0.99156,0.95383,0.97586,0.91652,0.13122,0.10866,0.52225,0.00107274,0.00107274,0.00107274
1083,316837,0.23061,0.18595,0.62086,0.9889,0.95542,0.97574,0.91624,0.13123,0.10872,0.52224,0.00106448,0.00106448,0.00106448
1084,317130,0.23212,0.187,0.62183,0.98882,0.95538,0.97583,0.91625,0.13121,0.1087,0.52223,0.00105623,0.00105623,0.00105623
1085,317423,0.23194,0.18613,0.62114,0.98971,0.95517,0.97575,0.9162,0.1312,0.10871,0.52222,0.00104797,0.00104797,0.00104797
1086,317716,0.23022,0.18558,0.62084,0.98922,0.9553,0.97576,0.91659,0.13119,0.10869,0.52222,0.00103971,0.00103971,0.00103971
